id,x_e_out [-]
4,-0.010263450735064173
7,-0.08044186890927602
10,-0.0484248982617644
12,-0.009595735111617903
23,0.04479963812928941
27,-0.09215394967296792
34,0.08683408769248986
36,-0.07592896301616593
39,-0.06424745363644384
43,-0.1574849200170681
44,-0.03519700534780257
45,-0.12174746506197381
50,0.02056625879634569
56,-0.12352733244947284
57,0.07468108646200468
60,0.023762199623076737
62,0.06994046961777285
68,-0.0012393270519580352
70,0.0693275218377709
74,0.048217090359574444
75,-0.012115162473647037
76,-0.05890002192259244
78,-0.07402949675584487
81,0.06795212680679424
85,0.0973777863165497
93,-0.024041010059992547
95,0.07829470748561985
97,0.06731605714413527
99,0.0655354159103204
112,-0.03481657098457692
116,-0.07572821643620428
119,0.09205378177338214
120,0.015969472301274105
122,-0.02147466640478047
127,-0.13567685974101246
137,0.07090191586542652
143,-0.012945435321525485
146,-0.03352242359076386
148,0.06844691299235219
149,-0.09997523814169122
150,-0.11319017190162704
155,0.06775845804426305
161,-0.054778041777717244
164,-0.013996269446025262
168,0.024964563489358896
171,0.012688153483242964
177,-0.11593226623954474
182,-0.03739229581065507
183,0.0007407759319685564
185,-0.05696167282860468
186,-0.06693981844939358
188,0.031121270746514714
190,-0.05042153646101458
192,0.0056886373634521935
200,-0.04906912748097205
203,0.08454518142648189
204,0.010387285040867304
206,0.04891345696775145
207,0.01186871998939055
209,0.03733105164116149
210,-0.055328037678869714
211,0.03317362765157284
214,-0.05046309335268101
215,0.0973777863165497
216,0.03281009680290545
218,0.04127546158022087
221,0.058623840495061176
223,0.10946673209135345
227,0.06747766297245095
233,-0.023112909280097935
237,-0.1296675972354132
240,-0.1054724176190014
241,0.039068014508019895
245,0.03770848832607736
249,-0.06342613586711636
254,-0.012613213997435499
258,0.014616492700957185
260,0.07307413638605698
261,-0.15043352075914784
268,-0.05567078952446574
271,0.11123262317534757
273,0.08852210897030559
280,0.07015049998296587
282,0.09421109560407125
285,-0.015530959644077469
288,-0.023005213021216525
292,0.05356011706160036
293,-0.10539920611893586
294,-0.09459075106452709
296,0.013307613340204827
303,0.0947367642323388
305,-0.1569733019677964
306,0.04573950632288522
308,0.030654304790384314
316,0.0228848688692844
317,0.06003808382889279
319,0.07053498986296027
321,0.047478950099203165
322,0.03247809959900739
326,0.07408757618813322
327,0.09791952311921373
330,-0.16115046182892154
333,-0.054379704017411004
338,0.10194726251114873
339,0.06269055445738968
340,0.04426300891045316
341,0.09165156613730321
342,0.037520177397578375
347,0.08409761993341199
348,-0.01799607622353032
352,0.031128508021017246
355,-0.031148110979572364
358,-0.015076575059983385
361,0.0014293392176871263
362,0.02415826717296815
364,0.02170751463991832
369,-0.046945057714552464
371,0.018132831573482677
381,0.1081519782221154
383,0.028307624047447463
387,0.046025620104452006
389,-0.015177744824572188
397,0.033682381533672215
400,-0.0621337313960682
402,0.014414725365946596
403,-0.04269154170788065
407,-0.07556656821156586
415,-0.05596246768107626
417,-0.06659613847842476
426,0.049617760973215005
429,0.13652659772431228
432,0.06894991640948607
434,0.030075377213318138
438,0.04297082257739423
440,0.015969472301274105
441,0.05634774325434758
449,-0.043736938318944214
450,-0.05001211843734816
455,-0.055697195832935316
456,-0.04090675909845161
458,0.044621764880469025
459,0.02986338585159055
460,0.09544754149700654
461,-0.017423514203637976
462,0.13897018599491642
466,-0.15667919711587688
468,0.018132831573482677
469,0.056969501696493736
472,0.0392521674323225
475,0.04043404459932045
477,-0.07356224784367689
479,-0.062185018069199086
486,-0.05401362866548532
487,0.07720897432925189
488,-0.13975482154603086
489,0.035280897599319946
491,0.0950913107857862
495,0.03474671592478721
502,0.08011698367587775
503,-0.07259062805616412
504,0.06855117136360826
506,-0.04244781573523181
510,0.0012418944292781123
511,0.018309905425314302
513,0.06994046961777285
515,0.02557248500566548
516,-0.08139285840427926
517,0.062191771041377075
521,-0.048883731485907564
522,-0.04553670260367106
525,0.060906990341485404
527,-0.024000000740397626
530,-0.08939284155211243
531,0.06990997972527813
534,0.0930349560439076
539,0.0691937664505658
541,-0.06420138880524559
542,0.03896576901894723
545,-0.05451342154899485
555,-0.062375028651133264
559,0.057993553725879846
562,0.1255721769681065
567,0.007774186012948223
570,-0.010587701841859958
571,0.002398306286532017
574,0.01622029608826258
578,0.11121696532451737
579,0.04278440740675229
582,0.08703504304567657
584,0.029650403325307953
588,-0.13633539639037023
594,0.04359278032484742
596,-0.05624361550829821
601,-0.10384520311322805
606,0.0020569827492893235
608,-0.03964610682013319
609,0.05965628675925615
610,-0.032754416426776574
611,0.08542602403910692
616,0.0711463728898066
619,-0.05565590087819913
620,-0.03669946429974136
621,-0.03189040175048314
623,-0.08483252286775364
627,0.08145688405866468
628,-0.014954170424120805
630,-0.04080390911952289
631,0.014046388799737533
633,0.08813791983695987
642,-0.0024344348729646277
645,-0.09201287980800996
647,-0.028516474684842436
649,-0.15460103582609022
650,-0.05578043105923198
651,0.019615696056240115
652,0.05243143118777894
657,-0.03508183742858132
658,-0.026729905420467655
663,0.03016294696748808
667,0.03951355739052233
671,0.02082880137493956
674,-0.05252628926803252
677,0.12749123244315236
685,0.019162503288198216
686,0.06910740377825744
688,-0.053856195986430565
689,-0.04700490940586221
690,0.03012039724821841
693,-0.010897036230559501
695,0.06230790600044013
699,-0.10917054763986249
702,0.024835402306341656
705,-0.02760554334945491
706,0.02206925601311398
713,0.06246513265768743
714,0.13576144370148321
721,0.06478770718210775
724,0.029766222489610583
730,0.06154242718860545
731,-0.15607092429558805
733,0.09639526262943181
734,0.0016996832199092503
737,0.003734307821018798
740,-0.11313076306090163
743,-0.1350719590657703
748,0.11971231226025345
749,0.06569076977304776
750,-0.10772487835817532
752,-0.012392279211169015
754,-0.07448762121662969
759,-0.062120648118162286
760,0.11858222063128077
769,0.04303847486934894
770,-0.0038175922473353994
774,-0.09412230563295054
776,0.07398210164037813
778,-0.1577078845558072
780,0.03468956469363614
781,0.14187314558579267
782,-0.038852111064641745
783,0.10412572557495633
786,-0.07111672958851482
789,0.07101125471489786
790,-0.02676542410195756
792,0.08075426022013278
793,0.09271154271436574
797,-0.06936292531614134
798,-0.02467591921452977
800,0.04199958762516814
808,0.08811005922930924
810,-0.01770372077469587
812,-0.0019089278193571
816,0.0692319504858049
819,0.023340846482894393
824,0.07478770196434134
825,0.02505212207712896
831,-0.1303518124511875
832,0.094725084006449
834,-0.002431877821687355
837,0.03679930649961325
838,-0.011760444662743518
840,-0.16703758802358426
842,0.10340627991173179
843,0.06139783270634794
844,-0.06020827361223956
845,0.02920140545105085
848,0.07182632625661746
851,0.013601849570003158
855,0.04278440740675229
858,-0.03280428878582212
860,0.05953216107817686
861,-0.06722157859412217
864,-0.0338525148868225
865,-0.03580992660861097
869,0.058937566902884354
873,-0.019539775493472022
875,0.09675943773167407
881,0.057330779867935854
884,0.04556210435958167
885,-0.06554878132418229
891,0.07101125471489786
895,-0.054548141072293256
896,0.08261550060243325
902,0.07650349213555015
904,0.030506072330904726
908,-0.11971650327537464
914,0.0699605993232172
924,0.11037367992218917
925,-0.038369355474801185
926,0.07801051192990756
928,-0.10342493633946051
933,0.07756311258623845
934,0.04708511065952231
935,0.0690510037994642
937,0.02913704699154624
938,-0.0656530092469243
939,-0.004200943261842254
943,-0.04667215738206491
950,-0.04129116006393059
951,0.08076045463599998
955,-0.09319710388557172
960,0.0672896559843458
961,-0.03977766525350244
968,0.02186894005003474
973,0.12582503516271568
974,0.024561467056306834
979,-0.03915514522369556
982,0.09202675527915882
984,-0.04606623361412156
987,0.017180910330754615
991,0.03269419729779352
992,-0.11888252256779237
993,-0.020272168767308134
998,0.07819302901933818
999,0.08359863632175522
1003,-0.13418340726970018
1006,0.021879310317258854
1007,0.08692742190402557
1010,0.03761804649196836
1012,0.011499058314556445
1014,-0.05307543912947972
1017,0.022936336598663426
1019,0.057565506978334825
1020,0.039871588722559984
1022,0.039020690238092466
1024,0.05769812165298944
1026,0.0835457946306959
1029,0.036731372325708896
1030,0.0661910562503303
1033,0.033351312026278855
1036,-0.017024924543859617
1038,0.06623001109775076
1040,-0.18709181361349625
1042,0.047994766183903956
1044,-0.030316569407862447
1046,-0.057296054059031425
1050,-0.10442393731138878
1056,0.07561671825403155
1058,0.0321690874910472
1064,-0.1197633463793947
1065,-0.009819696668408042
1070,-0.005872632742733948
1073,0.11710273495246867
1075,0.12485925872568522
1076,-0.041307710980514174
1081,-0.13835490362868444
1089,0.07187728591964986
1092,0.0697546964271136
1097,-0.10539920611893586
1100,-0.07153278421384984
1101,-0.14525926776054784
1102,-0.04954757276490913
1103,0.00025098756654096593
1108,-0.00028442745547265007
1112,0.07509124140089443
1114,-0.08251716813638336
1127,0.06994046961777285
1129,0.12460091488878818
1131,-0.005526672014809159
1136,0.05543299282722991
1137,-0.0747759732503786
1139,-0.06249424365489561
1149,-0.02984865940331925
1150,-0.07031334894903926
1158,0.002419510695894146
1161,0.024867034867686617
1165,0.015835154588999773
1166,0.020484779235661707
1168,0.10942759433332722
1172,0.03180801861911223
1173,-0.06269715280504329
1174,0.03190309628076482
1183,0.02837102436122635
1190,-0.0705025462111712
1192,-0.07066051030888762
1198,0.0458170221861403
1206,0.01590164090874702
1208,-0.13796201819630913
1209,-0.039032766623104134
1210,-0.03376191005822519
1211,0.05965628675925615
1214,-0.17534695853116822
1215,0.038506245482984106
1219,0.07485762386861688
1220,-0.02180249589681789
1224,-0.08434573398987898
1226,0.026534310943141223
1228,0.038820809353823774
1231,-0.030018779706887218
1232,-0.05253929906382902
1237,0.018249528759394458
1239,0.07838539423088946
1242,-0.09312103018213067
1243,0.03236268086660792
1245,-0.002936286892951505
